Type,SKU,Name,Published,Is featured?,Catalog visibility,In stock?,Regular price,Sold individually,Weight (kg),Categories,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global
simple,radovanovic-chardonnay-radovanovic,Radovanović Chardonnay,1,0,visible,1,1520,0,1.3,Belo vino,https://15milja.com/images/wines/radovanovi%C4%87-chardonnay-classique.png,Vinarija,Radovanović,1,1,Region,Šumadija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,radovanovic-chardonnay-selekcija-radovanovic,Radovanović Chardonnay Selekcija,1,0,visible,1,2290,0,1.3,Belo vino,https://15milja.com/images/wines/radovanovi%C4%87-chardonnay-selekcija.png,Vinarija,Radovanović,1,1,Region,Šumadija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,radovanovic-sauvignon-radovanovic,Radovanović Sauvignon,1,0,visible,1,1180,0,1.3,Belo vino,https://15milja.com/images/wines/radovanovi%C4%87-cabernet-sauvignon-classique.png,Vinarija,Radovanović,1,1,Region,Šumadija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,spasic-tamjanika-spasic,Spasić Tamjanika,1,0,visible,1,1090,0,1.3,Belo vino,https://15milja.com/images/wines/spasi%C4%87-tamnjanika.png,Vinarija,Spasić,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,temet-ergo-belo-temet,Temet Ergo Belo,1,0,visible,1,3290,0,1.3,Belo vino,https://15milja.com/images/wines/temet-ergo-belo.png,Vinarija,Temet,1,1,Region,Tri Morave,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,temet-tri-morave-belo-temet,Temet Tri Morave Belo,1,0,visible,1,1890,0,1.3,Belo vino,https://15milja.com/images/wines/temet-tri-morave-belo-0.75-l.png,Vinarija,Temet,1,1,Region,Tri Morave,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,tonkovic-tamjanika-tonkovic,Tonković Tamjanika,1,0,visible,1,1350,0,1.3,Belo vino,https://15milja.com/images/wines/tonkovic-tamjanika.png,Vinarija,Tonković,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,trivanovic-pinot-grigio-trivanovic,Trivanović Pinot Grigio,1,0,visible,1,1370,0,1.3,Belo vino,https://15milja.com/images/wines/trivanovic-pinot-grigio.png,Vinarija,Trivanović,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,varina-tamjanika-varina,Varina Tamjanika,1,0,visible,1,1090,0,1.3,Belo vino,https://15milja.com/images/wines/varina-tamjanika.png,Vinarija,Varina,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,virtus-gewurztraminer-virtus,Virtus Gewürztraminer,1,0,visible,1,1300,0,1.3,Belo vino,https://15milja.com/images/wines/virtus-gewurztraminer-0.75-l.png,Vinarija,Virtus,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,virtus-mlavac-beli-virtus,Virtus Mlavac Beli,1,0,visible,1,790,0,1.3,Belo vino,https://15milja.com/images/wines/virtus-mlavac-beli.png,Vinarija,Virtus,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,virtus-morava-virtus,Virtus Morava,1,0,visible,1,1300,0,1.3,Belo vino,https://15milja.com/images/wines/virtus-morava.png,Vinarija,Virtus,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,virtus-pinot-grigio-virtus,Virtus Pinot Grigio,1,0,visible,1,990,0,1.3,Belo vino,https://15milja.com/images/wines/virtus-pinot-grigio.png,Vinarija,Virtus,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,zvonko-bogdan-pinot-blanc-zvonko-bogdan,Zvonko Bogdan Pinot Blanc,1,0,visible,1,1790,0,1.3,Belo vino,https://15milja.com/images/wines/zvonko-bogdan-pinot-blanc.png,Vinarija,Zvonko Bogdan,1,1,Region,Subotica,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,zvonko-bogdan-sauvignon-blanc-zvonko-bogdan,Zvonko Bogdan Sauvignon Blanc,1,0,visible,1,1570,0,1.3,Belo vino,https://15milja.com/images/wines/zvonko-bogdan-sauvignon.png,Vinarija,Zvonko Bogdan,1,1,Region,Subotica,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,aleksandrovic-roze-penusavo-aleksandrovic,Aleksandrović Roze Penušavo,1,0,visible,1,2060,0,1.3,Roze vino,https://15milja.com/images/wines/aleksandrovic-roze-penusavo.png,Vinarija,Aleksandrović,1,1,Region,Šumadija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,bjelica-evil-rose-bjelica,Bjelica Evil Rose,1,0,visible,1,1320,0,1.3,Roze vino,https://15milja.com/images/wines/bjelica-evil-rose.png,Vinarija,Bjelica,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,budimir-triada-rose-budimir,Budimir Triada Rose,1,0,visible,1,1080,0,1.3,Roze vino,https://15milja.com/images/wines/budimir-triada-rose.png,Vinarija,Budimir,1,1,Region,Negotin,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,chichateau-pink-punk-chichateau,Chichateau Pink Punk,1,0,visible,1,1370,0,1.3,Roze vino,https://15milja.com/images/wines/chichateau-pink-punk.png,Vinarija,Chichateau,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,cilic-onyx-rose-cilic,Čilić Onyx Rose,1,0,visible,1,1200,0,1.3,Roze vino,https://15milja.com/images/wines/cilic-onyx-rose.png,Vinarija,Čilić,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,doja-rose-doja,Doja Rose,1,0,visible,1,1020,0,1.3,Roze vino,https://15milja.com/images/wines/doja-rose.png,Vinarija,Doja,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,erdevik-rose-nostra-erdevik,Erdevik Rose Nostra,1,0,visible,1,1350,0,1.3,Roze vino,https://15milja.com/images/wines/erdevik-roza-nostra.png,Vinarija,Erdevik,1,1,Region,Fruška Gora,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,erdevik-rose-nostra-1-5l-erdevik,Erdevik Rose Nostra 1.5L,1,0,visible,1,2820,0,1.3,Roze vino,https://15milja.com/images/wines/erdevik-roza-nostra-1.5l.png,Vinarija,Erdevik,1,1,Region,Fruška Gora,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,erdevik-tri-rose-koze-erdevik,Erdevik Tri Rose Koze,1,0,visible,1,810,0,1.3,Roze vino,https://15milja.com/images/wines/erdevik-tri-rose-koze.png,Vinarija,Erdevik,1,1,Region,Fruška Gora,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,iconic-rose-iconic,Iconic Rose,1,0,visible,1,1610,0,1.3,Roze vino,,Vinarija,Iconic,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,jovic-rose-dionizije-jovic,Jović Rose Dionizije,1,0,visible,1,970,0,1.3,Roze vino,https://15milja.com/images/wines/jovic-rose-dionizije.png,Vinarija,Jović,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,kovacevic-rosetto-kovacevic,Kovačević Rosetto,1,0,visible,1,1040,0,1.3,Roze vino,https://15milja.com/images/wines/kovacevic-rosetto.png,Vinarija,Kovačević,1,1,Region,Fruška Gora,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,kovacevic-orphe-rose-kovacevic,Kovačević Orphe Rose,1,0,visible,1,280,0,0.5,Roze vino,https://15milja.com/images/wines/kovacevic-orphelin-rose.png,Vinarija,Kovačević,1,1,Region,Fruška Gora,1,1,Zemlja,Srbija,1,1,Zapremina,0.187l,1,1
simple,legat-rose-legat,Legat Rose,1,0,visible,1,1220,0,1.3,Roze vino,https://15milja.com/images/wines/legat-rose.png,Vinarija,Legat,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,magaza-rose-magaza,Magaza Rose,1,0,visible,1,1140,0,1.3,Roze vino,https://15milja.com/images/wines/magaza-rose.png,Vinarija,Magaza,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,porta-rose-porta,Porta Rose,1,0,visible,1,1140,0,1.3,Roze vino,https://15milja.com/images/wines/porta-rose.png,Vinarija,Porta,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,radovanovic-rose-radovanovic,Radovanović Rose,1,0,visible,1,1180,0,1.3,Roze vino,https://15milja.com/images/wines/radovanovi%C4%87-rose.png,Vinarija,Radovanović,1,1,Region,Šumadija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,temet-tri-morave-rose-temet,Temet Tri Morave Rose,1,0,visible,1,1520,0,1.3,Roze vino,https://15milja.com/images/wines/temet-tri-morave-rose-0.75-l.png,Vinarija,Temet,1,1,Region,Tri Morave,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,tonkovic-kadarka-rose-tonkovic,Tonković Kadarka Rose,1,0,visible,1,1180,0,1.3,Roze vino,https://15milja.com/images/wines/tonkovic-kadarka-rose.png,Vinarija,Tonković,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,trivanovic-lex-rose-trivanovic,Trivanović Lex Rose,1,0,visible,1,1370,0,1.3,Roze vino,https://15milja.com/images/wines/trivanovic-lex-rose.png,Vinarija,Trivanović,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,varina-jagoda-varina,Varina Jagoda,1,0,visible,1,2720,0,1.3,Roze vino,https://15milja.com/images/wines/varina-jagoda.png,Vinarija,Varina,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,zvonko-bogdan-rose-sec-zvonko-bogdan,Zvonko Bogdan Rose Sec,1,0,visible,1,1430,0,1.3,Roze vino,https://15milja.com/images/wines/zvonko-bogdan-rose-sec.png,Vinarija,Zvonko Bogdan,1,1,Region,Subotica,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,bjelica-babaroga-penusavo-bjelica,Bjelica Babaroga Penušavo,1,0,visible,1,5900,0,1.3,Penušavo vino,https://15milja.com/images/wines/bjelica-babaroga-penu%C5%A1avac.png,Vinarija,Bjelica,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,monarh-immortal-cuvee-monarh,Monarh Immortal Cuvée,1,0,visible,1,190,0,0.5,Penušavo vino,https://15milja.com/images/wines/monarh-immortal-cuvee.png,Vinarija,Monarh,1,1,Region,Srbija,1,1,Zemlja,Srbija,1,1,Zapremina,0.187l,1,1
simple,belo-brdo-bermet-belo-brdo,Belo Brdo Bermet,1,0,visible,1,1400,0,1.3,Specijalno,https://15milja.com/images/wines/belo-brdo-bermet.png,Vinarija,Belo Brdo,1,1,Region,Fruška Gora,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,bermet-crveni-kis-kis,Bermet Crveni Kis,1,0,visible,1,1300,0,1.3,Specijalno,https://15milja.com/images/wines/ki%C5%A1-bermet-crveni.png,Vinarija,Kis,1,1,Region,Fruška Gora,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,bibich-babich-bibich,Bibich Babich,1,0,visible,1,3140,0,1.3,Crveno vino,https://15milja.com/images/wines/bibich-babich.png,Vinarija,Bibich,1,1,Region,Dalmacija,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,bibich-bas-de-bas-bibich,Bibich Bas De Bas,1,0,visible,1,9500,0,1.3,Crveno vino,https://15milja.com/images/wines/bibich-bas-de-bas.png,Vinarija,Bibich,1,1,Region,Dalmacija,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,bibich-r5-bibich,Bibich R5,1,0,visible,1,1990,0,1.3,Belo vino,https://15milja.com/images/wines/bibich-r5.png,Vinarija,Bibich,1,1,Region,Dalmacija,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,bibich-r6-bibich,Bibich R6,1,0,visible,1,1990,0,1.3,Crveno vino,https://15milja.com/images/wines/bibich-r6.png,Vinarija,Bibich,1,1,Region,Dalmacija,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,matusko-dingac-matusko,Matuško Dingač,1,0,visible,1,3450,0,1.3,Crveno vino,https://15milja.com/images/wines/matusko-dingac.png,Vinarija,Matuško,1,1,Region,Pelješac,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,matusko-dingac-reserve-matusko,Matuško Dingač Reserve,1,0,visible,1,5910,0,1.3,Crveno vino,https://15milja.com/images/wines/matusko-dingac-reserve.png,Vinarija,Matuško,1,1,Region,Pelješac,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,matusko-dingac-royal-matusko,Matuško Dingač Royal,1,0,visible,1,9150,0,1.3,Crveno vino,https://15milja.com/images/wines/matusko-dingac-royal.png,Vinarija,Matuško,1,1,Region,Pelješac,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,matusko-postup-matusko,Matuško Postup,1,0,visible,1,2800,0,1.3,Crveno vino,https://15milja.com/images/wines/matusko-postup.png,Vinarija,Matuško,1,1,Region,Pelješac,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,rnjak-cabernet-rnjak,Rnjak Cabernet,1,0,visible,1,1560,0,1.3,Crveno vino,https://15milja.com/images/wines/rnjak-cabernet.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,rnjak-crveni-puz-rnjak,Rnjak Crveni Puz,1,0,visible,1,1810,0,1.3,Crveno vino,https://15milja.com/images/wines/rnjak-crveni-puz.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,rnjak-cuvee-de-rgnac-rnjak,Rnjak Cuvée De Rgnac,1,0,visible,1,1950,0,1.3,Crveno vino,https://15milja.com/images/wines/rnjak-cuvee-de-rgnac.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,rnjak-pinot-noir-rnjak,Rnjak Pinot Noir,1,0,visible,1,2080,0,1.3,Crveno vino,https://15milja.com/images/wines/rnjak-pinot-noir.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,rnjak-skala-rnjak,Rnjak Skala,1,0,visible,1,1810,0,1.3,Crveno vino,https://15milja.com/images/wines/rnjak-skala.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,stina-plavac-mali-stina,Stina Plavac Mali,1,0,visible,1,2250,0,1.3,Crveno vino,https://15milja.com/images/wines/stina-plavac-mali.png,Vinarija,Stina,1,1,Region,Brač,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,stina-plavac-mali-barrique-stina,Stina Plavac Mali Barrique,1,0,visible,1,4620,0,1.3,Crveno vino,https://15milja.com/images/wines/stina-plavac-barrique.png,Vinarija,Stina,1,1,Region,Brač,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,zlatan-plavac-zlatan,Zlatan Plavac,1,0,visible,1,1750,0,1.3,Crveno vino,https://15milja.com/images/wines/zlatan-plavac.png,Vinarija,Zlatan,1,1,Region,Hvar,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,zlatan-plavac-premium-zlatan,Zlatan Plavac Premium,1,0,visible,1,2400,0,1.3,Crveno vino,https://15milja.com/images/wines/zlatan-plavac-premium.png,Vinarija,Zlatan,1,1,Region,Hvar,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,fakin-teran-fakin,Fakin Teran,1,0,visible,1,1890,0,1.3,Crveno vino,https://15milja.com/images/wines/fakin-teran.png,Vinarija,Fakin,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,deklic-malvazija-deklic,Deklić Malvazija,1,0,visible,1,2140,0,1.3,Belo vino,https://15milja.com/images/wines/deklic-malvazija.png,Vinarija,Deklić,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,fakin-malvazija-fakin,Fakin Malvazija,1,0,visible,1,1860,0,1.3,Belo vino,https://15milja.com/images/wines/fakin-malvazija.png,Vinarija,Fakin,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,festigia-malvazija-festigia,Festigia Malvazija,1,0,visible,1,2220,0,1.3,Belo vino,https://15milja.com/images/wines/festigia-malvazija.png,Vinarija,Festigia,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,kabola-malvazija-istarska-kabola,Kabola Malvazija Istarska,1,0,visible,1,2090,0,1.3,Belo vino,https://15milja.com/images/wines/kabola-malvazija.png,Vinarija,Kabola,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,kozlovic-malvazija-kozlovic,Kozlović Malvazija,1,0,visible,1,2600,0,1.3,Belo vino,https://15milja.com/images/wines/kozlovic-malvazija.png,Vinarija,Kozlović,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,meneghetti-malvazija-meneghetti,Meneghetti Malvazija,1,0,visible,1,1930,0,1.3,Belo vino,https://15milja.com/images/wines/meneghetti-malvazija.png,Vinarija,Meneghetti,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,posip-cara-marko-polo-cara,Pošip Cara Marko Polo,1,0,visible,1,3410,0,1.3,Belo vino,https://15milja.com/images/wines/posip-cara-marko-polo.png,Vinarija,Cara,1,1,Region,Korčula,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,posip-cara-cara,Pošip Cara,1,0,visible,1,2500,0,1.3,Belo vino,https://15milja.com/images/wines/posip-cara.png,Vinarija,Cara,1,1,Region,Korčula,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,posip-nerica-nerica,Pošip Nerica,1,0,visible,1,3990,0,1.3,Belo vino,https://15milja.com/images/wines/posip-nerica.png,Vinarija,Nerica,1,1,Region,Korčula,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,rnjak-chardonnay-rnjak,Rnjak Chardonnay,1,0,visible,1,1300,0,1.3,Belo vino,https://15milja.com/images/wines/rnjak-chardonnay.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,rnjak-sauvignon-rnjak,Rnjak Sauvignon,1,0,visible,1,1170,0,1.3,Belo vino,https://15milja.com/images/wines/rnjak-sauvignon-blanc.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,zlatna-vrbnick-zlahtina-zlatna,Zlatna Vrbničkа Žlahtina,1,0,visible,1,1450,0,1.3,Belo vino,https://15milja.com/images/wines/zlatna-vrbnicka-zlahtina.png,Vinarija,Zlatna,1,1,Region,Krk,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,medea-chardonnay-medea,MEDEA Chardonnay,1,0,visible,1,1570,0,1.3,Belo vino,https://15milja.com/images/wines/medea-chardonnay-0.75l.png,Vinarija,MEDEA,1,1,Region,Hrvatska,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,medea-malvazija-medea,MEDEA Malvazija,1,0,visible,1,1570,0,1.3,Belo vino,https://15milja.com/images/wines/medea-malvazija-istarska-0.75-l.png,Vinarija,MEDEA,1,1,Region,Hrvatska,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,meneghetti-rose-meneghetti,Meneghetti Rose,1,0,visible,1,2060,0,1.3,Roze vino,https://15milja.com/images/wines/meneghetti-rose-brut.png,Vinarija,Meneghetti,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,meneghetti-merlot-meneghetti,Meneghetti Merlot,1,0,visible,1,2180,0,1.3,Crveno vino,https://15milja.com/images/wines/meneghetti-merlot.png,Vinarija,Meneghetti,1,1,Region,Istra,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,medea-rose-medea,MEDEA Rose,1,0,visible,1,1570,0,1.3,Roze vino,https://15milja.com/images/wines/medea-rose-0.75-l.png,Vinarija,MEDEA,1,1,Region,Hrvatska,1,1,Zemlja,Hrvatska,1,1,Zapremina,0.75 L,1,1
simple,rnjak-rose-rnjak,Rnjak Rose,1,0,visible,1,880,0,1.3,Roze vino,https://15milja.com/images/wines/rnjak-rose.png,Vinarija,Rnjak,1,1,Region,Banat,1,1,Zemlja,Srbija,1,1,Zapremina,0.75 L,1,1
simple,antonini-nero-d-avola-antonini,Antonini Nero D'Avola,1,0,visible,1,840,0,1.3,Crveno vino,,Vinarija,Antonini,1,1,Region,Sicilija,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,collefrisio-appasimento-rosso-collefrisio,Collefrisio Appasimento Rosso,1,0,visible,1,1760,0,1.3,Crveno vino,https://15milja.com/images/wines/collefrisio-appassimento.png,Vinarija,Collefrisio,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,collefrisio-primitivo-collefrisio,Collefrisio Primitivo,1,0,visible,1,3590,0,1.3,Crveno vino,https://15milja.com/images/wines/collefrisio-primitivo.png,Vinarija,Collefrisio,1,1,Region,Puglia,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,dolce-gabbana-tancredi-dolce-gabbana,Dolce&Gabbana Tancredi,1,0,visible,1,5500,0,1.3,Crveno vino,https://15milja.com/images/wines/dg-tancredi.png,Vinarija,Dolce&Gabbana,1,1,Region,Sicilija,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,dolce-gabbana-isolano-dolce-gabbana,Dolce&Gabbana Isolano,1,0,visible,1,4650,0,1.3,Belo vino,https://15milja.com/images/wines/dg-isolano.png,Vinarija,Dolce&Gabbana,1,1,Region,Sicilija,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,lava-montepulciano-lava,Lava Montepulciano,1,0,visible,1,1640,0,1.3,Crveno vino,https://15milja.com/images/wines/lava-montepulciano.png,Vinarija,Lava,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,marina-cvetic-iskra-marina-cvetic,Marina Cvetić Iskra,1,0,visible,1,3660,0,1.3,Crveno vino,https://15milja.com/images/wines/marina-cvetic-iskra.png,Vinarija,Marina Cvetić,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,marina-cvetic-iskra-riserva-marina-cvetic,Marina Cvetić Iskra Riserva,1,0,visible,1,4720,0,1.3,Crveno vino,https://15milja.com/images/wines/marina-cvetic-iskra-riserva.png,Vinarija,Marina Cvetić,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,marina-cvetic-merlot-marina-cvetic,Marina Cvetić Merlot,1,0,visible,1,4470,0,1.3,Crveno vino,https://15milja.com/images/wines/marina-cvetic-merlot.png,Vinarija,Marina Cvetić,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,marina-cvetic-montepulciano-marina-cvetic,Marina Cvetić Montepulciano,1,0,visible,1,4250,0,1.3,Crveno vino,https://15milja.com/images/wines/marina-cvetic-montepulciano.png,Vinarija,Marina Cvetić,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,marina-cvetic-syrah-marina-cvetic,Marina Cvetić Syrah,1,0,visible,1,4100,0,1.3,Crveno vino,https://15milja.com/images/wines/marina-cvetic-syrah.png,Vinarija,Marina Cvetić,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,marina-cvetic-trebbiano-d-abruzzo-marina-cvetic,Marina Cvetić Trebbiano d'Abruzzo,1,0,visible,1,5120,0,1.3,Belo vino,https://15milja.com/images/wines/marina-cvetic-trebbiano.png,Vinarija,Marina Cvetić,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,nobu-montepulciano-1830-nobu,Nobu Montepulciano 1830,1,0,visible,1,2750,0,1.3,Crveno vino,https://15milja.com/images/wines/nobu-montepulciano.png,Vinarija,Nobu,1,1,Region,Abruzzo,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,primitivo-del-salento-primitivo,Primitivo del Salento,1,0,visible,1,910,0,1.3,Crveno vino,https://15milja.com/images/wines/primitivo-del-salento.png,Vinarija,Primitivo,1,1,Region,Puglia,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,recastro-primitivo-recastro,Recastro Primitivo,1,0,visible,1,1980,0,1.3,Crveno vino,https://15milja.com/images/wines/recastro-primitivo.png,Vinarija,Recastro,1,1,Region,Puglia,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,rosso-da-uve-appassite-rosso,Rosso Da Uve Appassite,1,0,visible,1,2390,0,1.3,Crveno vino,https://15milja.com/images/wines/rosso-uve-appassite.png,Vinarija,Rosso,1,1,Region,Italija,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,san-marzano-anniversario-62-san-marzano,San Marzano Anniversario 62,1,0,visible,1,3580,0,1.3,Crveno vino,https://15milja.com/images/wines/san-marzano-anniversario-62-0.75-l.png,Vinarija,San Marzano,1,1,Region,Puglia,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,san-marzano-collezione-50-rosso-san-marzano,San Marzano Collezione 50 Rosso,1,0,visible,1,2980,0,1.3,Crveno vino,https://15milja.com/images/wines/san-marzano-collezione-50.png,Vinarija,San Marzano,1,1,Region,Puglia,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
simple,san-marzano-il-pumo-negroamaro-san-marzano,San Marzano Il Pumo Negroamaro,1,0,visible,1,940,0,1.3,Crveno vino,https://15milja.com/images/wines/san-marzano-il-pumo-negroamaro-0.75-l.png,Vinarija,San Marzano,1,1,Region,Puglia,1,1,Zemlja,Italija,1,1,Zapremina,0.75 L,1,1
